Province ID,Province Name,Valid Province,Base Tax,Base Production,Base Manpower,Trade Good,Latent Coal,Starting Fort,Estuary,Center of Trade,Great Projects,Continent,Total Score
1575,Northern Guiana Basin,no,,,,,,,,,,Unknown,#N/A
1576,Guiana Basin,no,,,,,,,,,,Unknown,#N/A
1577,Southern Guiana Basin,no,,,,,,,,,,Unknown,#N/A
1578,Canary Approach,no,,,,,,,,,,Unknown,#N/A
1579,Cap Verde Approach,no,,,,,,,,,,Unknown,#N/A
1580,Central Atlantic 1,no,,,,,,,,,,Unknown,#N/A
1581,Central Atlantic 2,no,,,,,,,,,,Unknown,#N/A
1582,Central Atlantic 3,no,,,,,,,,,,Unknown,#N/A
1583,Central Atlantic 4,no,,,,,,,,,,Unknown,#N/A
1584,Romanche Gap,no,,,,,,,,,,Unknown,#N/A
1585,East Guinea Basin,no,,,,,,,,,,Unknown,#N/A
1586,West Guinea Basin,no,,,,,,,,,,Unknown,#N/A
1587,Coast of Falklands,no,,,,,,,,,,Unknown,#N/A
1588,New Georgia Islands,no,,,,,,,,,,Unknown,#N/A
1589,Western Atlantic 1,no,,,,,,,,,,Unknown,#N/A
1590,Western Atlantic 2,no,,,,,,,,,,Unknown,#N/A
1591,Western Atlantic 3,no,,,,,,,,,,Unknown,#N/A
1592,Western Atlantic 4,no,,,,,,,,,,Unknown,#N/A
1593,Western Atlantic 5,no,,,,,,,,,,Unknown,#N/A
1594,Western Atlantic 6,no,,,,,,,,,,Unknown,#N/A
1595,East of Magellans,no,,,,,,,,,,Unknown,#N/A
1596,Central Atlantic 5,no,,,,,,,,,,Unknown,#N/A
1597,Central Atlantic 6,no,,,,,,,,,,Unknown,#N/A
1598,Central Atlantic 7,no,,,,,,,,,,Unknown,#N/A
1599,Central Atlantic 8,no,,,,,,,,,,Unknown,#N/A
1600,Eastern Atlantic 1,no,,,,,,,,,,Unknown,#N/A
1601,Eastern Atlantic 2,no,,,,,,,,,,Unknown,#N/A
1602,Eastern Atlantic 3,no,,,,,,,,,,Unknown,#N/A
1603,Eastern Atlantic 4,no,,,,,,,,,,Unknown,#N/A
1604,Eastern Atlantic 5,no,,,,,,,,,,Unknown,#N/A
1605,Eastern Atlantic 6,no,,,,,,,,,,Unknown,#N/A
1606,Southern Atlantic 1,no,,,,,,,,,,Unknown,#N/A
1607,Southern Atlantic 2,no,,,,,,,,,,Unknown,#N/A
1608,Southern Atlantic 3,no,,,,,,,,,,Unknown,#N/A
1609,Southern Atlantic 4,no,,,,,,,,,,Unknown,#N/A
1610,Cape of Storms,no,,,,,,,,,,Unknown,#N/A
1611,Gulf of Bengal,no,,,,,,,,,,Unknown,#N/A
1612,Northen Bay of Bengal,no,,,,,,,,,,Unknown,#N/A
1613,Southern Bay of Bengal,no,,,,,,,,,,Unknown,#N/A
1614,Ceylon Sea,no,,,,,,,,,,Unknown,#N/A
1615,Coast of Maldives,no,,,,,,,,,,Unknown,#N/A
1616,Indian Ocean 1,no,,,,,,,,,,Unknown,#N/A
1617,Indian Ocean 2,no,,,,,,,,,,Unknown,#N/A
1618,Indian Ocean 3,no,,,,,,,,,,Unknown,#N/A
1619,Indian Ocean 4,no,,,,,,,,,,Unknown,#N/A
1620,Indian Ocean 5,no,,,,,,,,,,Unknown,#N/A
1621,Indian Ocean 6,no,,,,,,,,,,Unknown,#N/A
1622,Indian Ocean 7,no,,,,,,,,,,Unknown,#N/A
1623,Indian Ocean 8,no,,,,,,,,,,Unknown,#N/A
1624,Indian Ocean 9,no,,,,,,,,,,Unknown,#N/A
1625,Indian Ocean 10,no,,,,,,,,,,Unknown,#N/A
1626,Indian Ocean 11,no,,,,,,,,,,Unknown,#N/A
1627,Indian Ocean 12,no,,,,,,,,,,Unknown,#N/A
1628,Indian Ocean 13,no,,,,,,,,,,Unknown,#N/A
1629,Indian Ocean 14,no,,,,,,,,,,Unknown,#N/A
1630,Indian Ocean 15,no,,,,,,,,,,Unknown,#N/A
1631,Indian Ocean 16,no,,,,,,,,,,Unknown,#N/A
1632,Indian Ocean 17,no,,,,,,,,,,Unknown,#N/A
1633,Indian Ocean 18,no,,,,,,,,,,Unknown,#N/A
1634,Indian Ocean 19,no,,,,,,,,,,Unknown,#N/A
1635,Indian Ocean 20,no,,,,,,,,,,Unknown,#N/A
1636,Indian Ocean 21,no,,,,,,,,,,Unknown,#N/A
1637,Indian Ocean 22,no,,,,,,,,,,Unknown,#N/A
1638,Indian Ocean 23,no,,,,,,,,,,Unknown,#N/A
1639,Indian Ocean 24,no,,,,,,,,,,Unknown,#N/A
1640,Indian Ocean 25,no,,,,,,,,,,Unknown,#N/A
1641,Indian Ocean 26,no,,,,,,,,,,Unknown,#N/A
1642,Indian Ocean 27,no,,,,,,,,,,Unknown,#N/A
1643,Indian Ocean 28,no,,,,,,,,,,Unknown,#N/A
1644,Indian Ocean 29,no,,,,,,,,,,Unknown,#N/A
1645,Indian Ocean 30,no,,,,,,,,,,Unknown,#N/A
1646,Indian Ocean 31,no,,,,,,,,,,Unknown,#N/A
1647,Indian Ocean 32,no,,,,,,,,,,Unknown,#N/A
1648,Lake Tchad,no,,,,,,,,,,Unknown,#N/A
1649,Lake Victoria,no,,,,,,,,,,africa,#N/A
1650,Lake Tangayika,no,,,,,,,,,,Unknown,#N/A
1651,Lake Malawi,no,,,,,,,,,,Unknown,#N/A
1652,Lake Kama,no,,,,,,,,,,europe,#N/A
1653,Lake Balchasj,no,,,,,,,,,,Unknown,#N/A
1654,Lake Bajkal,no,,,,,,,,,,Unknown,#N/A
1655,Poyang Lake,no,,,,,,,,,,Unknown,#N/A
1656,Lake Titicaca,no,,,,,,,,,,Unknown,#N/A
1657,Lake Nicaragua,no,,,,,,,,,,Unknown,#N/A
1658,Everglades,no,,,,,,,,,,Unknown,#N/A
1659,Lake Ontario,no,,,,,,,,,,Unknown,#N/A
1660,Lake Erie,no,,,,,,,,,,Unknown,#N/A
1661,Lake Huron,no,,,,,,,,,,Unknown,#N/A
1662,Lake Michigan,no,,,,,,,,,,Unknown,#N/A
1663,Lake Superior,no,,,,,,,,,,Unknown,#N/A
1664,Lake Nipigon,no,,,,,,,,,,Unknown,#N/A
1665,Lake Winnipeg,no,,,,,,,,,,Unknown,#N/A
1666,Western Pacific 1,no,,,,,,,,,,Unknown,#N/A
1667,Western Pacific 2,no,,,,,,,,,,Unknown,#N/A
1668,Western Pacific 3,no,,,,,,,,,,Unknown,#N/A
1669,Western Pacific 4,no,,,,,,,,,,Unknown,#N/A
1670,Western Pacific 5,no,,,,,,,,,,Unknown,#N/A
1671,Western Pacific 6,no,,,,,,,,,,Unknown,#N/A
1672,Western Pacific 7,no,,,,,,,,,,Unknown,#N/A
1673,Western Pacific 8,no,,,,,,,,,,Unknown,#N/A
1674,Western Pacific 9,no,,,,,,,,,,Unknown,#N/A
1675,Western Pacific 10,no,,,,,,,,,,Unknown,#N/A
1676,Western Pacific 11,no,,,,,,,,,,Unknown,#N/A
1677,Northern Pacific 1,no,,,,,,,,,,Unknown,#N/A
1678,Northern Pacific 2,no,,,,,,,,,,Unknown,#N/A
1679,Northern Pacific 3,no,,,,,,,,,,Unknown,#N/A
1680,Northern Pacific 4,no,,,,,,,,,,Unknown,#N/A
1681,Northern Pacific 5,no,,,,,,,,,,Unknown,#N/A
1682,Northern Pacific 6,no,,,,,,,,,,Unknown,#N/A
1683,Northern Pacific 7,no,,,,,,,,,,Unknown,#N/A
1684,Northern Pacific 8,no,,,,,,,,,,Unknown,#N/A
1685,Northern Pacific 9,no,,,,,,,,,,Unknown,#N/A
1686,Northern Pacific 10,no,,,,,,,,,,Unknown,#N/A
1687,Central Pacific 1,no,,,,,,,,,,Unknown,#N/A
1688,Central Pacific 2,no,,,,,,,,,,Unknown,#N/A
1689,Central Pacific 3,no,,,,,,,,,,Unknown,#N/A
1690,Central Pacific 4,no,,,,,,,,,,Unknown,#N/A
1691,Central Pacific 5,no,,,,,,,,,,Unknown,#N/A
1692,Central Pacific 6,no,,,,,,,,,,Unknown,#N/A
1693,Central Pacific 7,no,,,,,,,,,,Unknown,#N/A
1694,Central Pacific 8,no,,,,,,,,,,Unknown,#N/A
1695,Central Pacific 9,no,,,,,,,,,,Unknown,#N/A
1696,Central Pacific 10,no,,,,,,,,,,Unknown,#N/A
1697,Coast of Hawaii,no,,,,,,,,,,Unknown,#N/A
1698,Central Pacific 11,no,,,,,,,,,,Unknown,#N/A
1699,Central Pacific 12,no,,,,,,,,,,Unknown,#N/A
1700,Eastern Pacific 1,no,,,,,,,,,,Unknown,#N/A
1701,Eastern Pacific 2,no,,,,,,,,,,Unknown,#N/A
1702,Eastern Pacific 3,no,,,,,,,,,,Unknown,#N/A
1703,Eastern Pacific 4,no,,,,,,,,,,Unknown,#N/A
1704,Eastern Pacific 5,no,,,,,,,,,,Unknown,#N/A
1705,Eastern Pacific 6,no,,,,,,,,,,Unknown,#N/A
1706,Eastern Pacific 7,no,,,,,,,,,,Unknown,#N/A
1707,Eastern Pacific 8,no,,,,,,,,,,Unknown,#N/A
1708,Eastern Pacific 9,no,,,,,,,,,,Unknown,#N/A
1709,Eastern Pacific 10,no,,,,,,,,,,Unknown,#N/A
1710,Eastern Pacific 11,no,,,,,,,,,,Unknown,#N/A
1711,Eastern Pacific 12,no,,,,,,,,,,Unknown,#N/A
1712,Eastern Pacific 13,no,,,,,,,,,,Unknown,#N/A
1713,Eastern Pacific 14,no,,,,,,,,,,Unknown,#N/A
1714,Eastern Pacific 15,no,,,,,,,,,,Unknown,#N/A
1715,Eastern Pacific 16,no,,,,,,,,,,Unknown,#N/A
1716,Eastern Pacific 17,no,,,,,,,,,,Unknown,#N/A
1717,Southern Pacific 1,no,,,,,,,,,,Unknown,#N/A
1718,Southern Pacific 2,no,,,,,,,,,,Unknown,#N/A
1719,Southern Pacific 3,no,,,,,,,,,,Unknown,#N/A
1720,Southern Pacific 4,no,,,,,,,,,,Unknown,#N/A
1721,Southern Pacific 5,no,,,,,,,,,,Unknown,#N/A
1722,Southern Pacific 6,no,,,,,,,,,,Unknown,#N/A
1723,Southern Pacific 7,no,,,,,,,,,,Unknown,#N/A
1724,Southern Pacific 8,no,,,,,,,,,,Unknown,#N/A
1725,Southern Pacific 9,no,,,,,,,,,,Unknown,#N/A
1726,Southern Pacific 10,no,,,,,,,,,,Unknown,#N/A
1727,Southern Pacific 11,no,,,,,,,,,,Unknown,#N/A
1728,Southern Pacific 12,no,,,,,,,,,,Unknown,#N/A
1729,Southern Pacific 13,no,,,,,,,,,,Unknown,#N/A
1730,Southern Pacific 14,no,,,,,,,,,,Unknown,#N/A
1731,Southern Pacific 15,no,,,,,,,,,,Unknown,#N/A
1732,Southern Pacific 16,no,,,,,,,,,,Unknown,#N/A
1733,Southern Pacific 17,no,,,,,,,,,,Unknown,#N/A
1734,Southern Pacific 18,no,,,,,,,,,,Unknown,#N/A
1735,Southern Pacific 19,no,,,,,,,,,,Unknown,#N/A
1736,Southern Pacific 20,no,,,,,,,,,,Unknown,#N/A
1737,Southern Pacific 22,no,,,,,,,,,,Unknown,#N/A
1738,Southern Pacific 23,no,,,,,,,,,,Unknown,#N/A
1739,Southern Pacific 24,no,,,,,,,,,,Unknown,#N/A
1740,Southern Pacific 25,no,,,,,,,,,,Unknown,#N/A
1741,Southern Pacific 26,no,,,,,,,,,,Unknown,#N/A
1779,Rub al Khali,no,,,,,,,,,,asia,#N/A
1781,Western Siberia,no,,,,,,,,,,asia,#N/A
1782,Central Siberia,no,,,,,,,,,,asia,#N/A
1783,Eastern Siberia,no,,,,,,,,,,asia,#N/A
1784,Tiam Shan,no,,,,,,,,,,asia,#N/A
1785,Karakoram,no,,,,,,,,,,asia,#N/A
1786,Takla Makan,no,,,,,,,,,,asia,#N/A
1787,Himalaya,no,,,,,,,,,,asia,#N/A
1788,Arunachal,no,,,,,,,,,,asia,#N/A
1789,Papua,no,,,,,,,,,,oceania,#N/A
1790,Outback,no,,,,,,,,,,oceania,#N/A
1791,Outback,no,,,,,,,,,,oceania,#N/A
1793,El Djouf,no,,,,,,,,,,africa,#N/A
1794,Central Sahara,no,,,,,,,,,,africa,#N/A
1795,East Sahara,no,,,,,,,,,,africa,#N/A
1797,Northern Congo Basin,no,,,,,,,,,,africa,#N/A
1798,Uganda,no,,,,,,,,,,africa,#N/A
1799,Malawi,no,,,,,,,,,,africa,#N/A
1801,Kalahari,no,,,,,,,,,,africa,#N/A
1802,Western Amazonas,no,,,,,,,,,,south_america,#N/A
1803,Eastern Amazonas,no,,,,,,,,,,south_america,#N/A
1804,Greenland,no,,,,,,,,,,north_america,#N/A
1805,Quebec,no,,,,,,,,,,north_america,#N/A
1806,Weagamow,no,,,,,,,,,,north_america,#N/A
1807,Baffin,no,,,,,,,,,,north_america,#N/A
1808,Great Basin,no,,,,,,,,,,north_america,#N/A
1810,Alaska,no,,,,,,,,,,north_america,#N/A
1811,Nunavut,no,,,,,,,,,,north_america,#N/A
1812,Northwest Terretories,no,,,,,,,,,,north_america,#N/A
1814,Columbia,no,,,,,,,,,,north_america,#N/A
1883,Western Finish Lakes,no,,,,,,,,,,Unknown,#N/A
1884,East Finish Lakes,no,,,,,,,,,,Unknown,#N/A
1885,Central Finish Lakes,no,,,,,,,,,,Unknown,#N/A
1886,Storavan,no,,,,,,,,,,Unknown,#N/A
1887,Storsjon,no,,,,,,,,,,Unknown,#N/A
1888,Kara Sea,no,,,,,,,,,,Unknown,#N/A
1889,Lake Geneva,no,,,,,,,,,,Unknown,#N/A
1890,Bodensee,no,,,,,,,,,,Unknown,#N/A
1891,Tuz Gola,no,,,,,,,,,,Unknown,#N/A
1892,Lake Van,no,,,,,,,,,,Unknown,#N/A
1893,Lake Daryacheh,no,,,,,,,,,,Unknown,#N/A
1894,Sevan Lake,no,,,,,,,,,,Unknown,#N/A
1895,Lake Taihu,no,,,,,,,,,,Unknown,#N/A
1896,Lake Hongze,no,,,,,,,,,,Unknown,#N/A
1897,Dongting,no,,,,,,,,,,Unknown,#N/A
1898,Tonie Sap Lake,no,,,,,,,,,,Unknown,#N/A
1899,Tana Lake,no,,,,,,,,,,Unknown,#N/A
1900,Lake Turkana,no,,,,,,,,,,Unknown,#N/A
1902,Lake Poopo,no,,,,,,,,,,Unknown,#N/A
1903,Lake Champlain,no,,,,,,,,,,Unknown,#N/A
1904,Lac Saint Jean,no,,,,,,,,,,Unknown,#N/A
1905,Lac Manicouagan,no,,,,,,,,,,Unknown,#N/A
1906,Lac Michikamau,no,,,,,,,,,,Unknown,#N/A
1907,Lac Bienville,no,,,,,,,,,,Unknown,#N/A
1908,Lac Al Eau Claire,no,,,,,,,,,,Unknown,#N/A
1909,Lac Minto,no,,,,,,,,,,Unknown,#N/A
1910,La Grande Riviere,no,,,,,,,,,,Unknown,#N/A
1911,Lake Island,no,,,,,,,,,,Unknown,#N/A
1912,Lake Reindeer,no,,,,,,,,,,Unknown,#N/A
1913,Wollaston Lake,no,,,,,,,,,,Unknown,#N/A
1914,Great Slave Lake,no,,,,,,,,,,Unknown,#N/A
1915,Lake Athabasca,no,,,,,,,,,,Unknown,#N/A
1916,Dubawni Lake,no,,,,,,,,,,Unknown,#N/A
1917,Yathkyed Lake,no,,,,,,,,,,Unknown,#N/A
1918,Kasba Lake,no,,,,,,,,,,Unknown,#N/A
1919,Nueltin Lake,no,,,,,,,,,,Unknown,#N/A
1920,Wholdaia Lake,no,,,,,,,,,,Unknown,#N/A
1921,Peter Pond Lake,no,,,,,,,,,,Unknown,#N/A
1922,Great Salt Lake,no,,,,,,,,,,Unknown,#N/A
1923,Williston Lake,no,,,,,,,,,,Unknown,#N/A
1924,Greenland Tip,no,,,,,,,,,,Unknown,#N/A
1926,Northern Baltic Sea,no,,,,,,,,,,europe,#N/A
1927,Eastern Baltic Sea,no,,,,,,,,,,Unknown,#N/A
1928,Western Alands Sea,no,,,,,,,,,,Unknown,#N/A
1929,Western Norwegian Sea,no,,,,,,,,,,Unknown,#N/A
1932,Gulf of Satalia,no,,,,,,,,,,Unknown,#N/A
1950,Meghalaya,no,,,,,,,,,,asia,#N/A
1975,Sea of Jutland,no,,,,,,,,,,Unknown,#N/A
1976,Dead Sea,no,,,,,,,,,,Unknown,#N/A
1977,Malaren,no,,,,,,,,,,Unknown,#N/A
1980,Sea of Japan,no,,,,,,,,,,Unknown,#N/A
2000,Qinghai Lake,no,,,,,,,,,,Unknown,#N/A
2001,Siling Lake,no,,,,,,,,,,Unknown,#N/A
2129,Changtang,no,,,,,,,,,,asia,#N/A
2194,Kunlun,no,,,,,,,,,,asia,#N/A
2200,Suleiman Range,no,,,,,,,,,,asia,#N/A
2251,Bagoe,no,,,,,,,,,,africa,#N/A
2334,Badiyat ash Sham,no,,,,,,,,,,asia,#N/A
2425,Naryan-Mar,no,,,,,,,,,,europe,#N/A
2426,Yamal,no,,,,,,,,,,asia,#N/A
2471,Chott el-Jerid,no,,,,,,,,,,africa,#N/A
2608,Rocky Mountains,no,,,,,,,,,,north_america,#N/A
2740,Borneo,no,,,,,,,,,,asia,#N/A
2936,Guyana,no,,,,,,,,,,south_america,#N/A
2953,Lake Hjalmaren,no,,,,,,,,,,Unknown,#N/A
4132,Mweru,no,,,,,,,,,,Unknown,#N/A
4133,Kivu,no,,,,,,,,,,Unknown,#N/A
4134,Rutanzige,no,,,,,,,,,,Unknown,#N/A
4135,Albert,no,,,,,,,,,,Unknown,#N/A
4136,Zaysan,no,,,,,,,,,,Unknown,#N/A
4137,Alakol,no,,,,,,,,,,Unknown,#N/A
4138,Issyk Kul,no,,,,,,,,,,Unknown,#N/A
4139,Oulujarvi,no,,,,,,,,,,Unknown,#N/A
4140,Saimaa,no,,,,,,,,,,Unknown,#N/A
4146,Jotenheimen,no,,,,,,,,,,europe,#N/A
4153,The Skands,no,,,,,,,,,,europe,#N/A
4154,The Pyrenees,no,,,,,,,,,,europe,#N/A
4155,The Carpathians,no,,,,,,,,,,europe,#N/A
4156,The Caucasus,no,,,,,,,,,,europe,#N/A
4157,The Alps,no,,,,,,,,,,europe,#N/A
4159,The Alps2,no,,,,,,,,,,europe,#N/A
4160,The Alps3,no,,,,,,,,,,europe,#N/A
4161,The Alps4,no,,,,,,,,,,europe,#N/A
4162,The Alps5,no,,,,,,,,,,europe,#N/A
4167,High Atlas,no,,,,,,,,,,africa,#N/A
4168,High Atlas2,no,,,,,,,,,,africa,#N/A
4169,Aures,no,,,,,,,,,,africa,#N/A
4170,Zagros,no,,,,,,,,,,asia,#N/A
4172,Zagros2,no,,,,,,,,,,asia,#N/A
4177,Elburz,no,,,,,,,,,,asia,#N/A
4178,Pontic Mountains,no,,,,,,,,,,europe,#N/A
4179,Armenian Highlands,no,,,,,,,,,,asia,#N/A
4224,Tokai Sea,no,,,,,,,,,,Unknown,#N/A
4225,Hokkaido Coast,no,,,,,,,,,,Unknown,#N/A
4226,Japan Basin,no,,,,,,,,,,Unknown,#N/A
4233,Bohai Sea,no,,,,,,,,,,Unknown,#N/A
4234,Western Yellow Sea,no,,,,,,,,,,Unknown,#N/A
4235,Vistula Lagoon,no,,,,,,,,,,Unknown,#N/A
4276,Tubaiq,no,,,,,,,,,,asia,#N/A
4321,Egyptian Desert,no,,,,,,,,,,africa,#N/A
4322,Egyptian Desert,no,,,,,,,,,,africa,#N/A
4328,Chagai,no,,,,,,,,,,asia,#N/A
4333,Dahlek Archipelago,no,,,,,,,,,,asia,#N/A
4346,Qamr Bay,no,,,,,,,,,,Unknown,#N/A
4347,Pirate Coast,no,,,,,,,,,,Unknown,#N/A
4357,Cuyu Arcihpelago,no,,,,,,,,,,Unknown,#N/A
4358,Philippine Trench,no,,,,,,,,,,Unknown,#N/A
4400,Naga Hills,no,,,,,,,,,,asia,#N/A
4401,Arakan Mountains,no,,,,,,,,,,asia,#N/A
4402,Gaoligong Mountains,no,,,,,,,,,,asia,#N/A
4403,Shan Highlands,no,,,,,,,,,,asia,#N/A
4522,Aqenganggyai,no,,,,,,,,,,asia,#N/A
4569,High Atlas3,no,,,,,,,,,,africa,#N/A
4657,Changbai Mountains,no,,,,,,,,,,asia,#N/A
4807,North Borneo,no,,,,,,,,,,asia,#N/A
4808,Sumatra,no,,,,,,,,,,asia,#N/A
4843,Annamite Mountains,no,,,,,,,,,,asia,#N/A
4844,Dawna Hills,no,,,,,,,,,,asia,#N/A
4870,Australian Lakes,no,,,,,,,,,,oceania,#N/A
4924,Laurentian Massif,no,,,,,,,,,,north_america,#N/A
4925,White Mountains,no,,,,,,,,,,north_america,#N/A
4926,Adirondacks,no,,,,,,,,,,north_america,#N/A
4927,Blue Mountains,no,,,,,,,,,,north_america,#N/A
4928,Allegheny Front,no,,,,,,,,,,north_america,#N/A
4929,Appalachians,no,,,,,,,,,,north_america,#N/A
4930,Alleghenies,no,,,,,,,,,,north_america,#N/A
4931,Cumberland Mountains,no,,,,,,,,,,north_america,#N/A
4932,Great Smoky Mountains,no,,,,,,,,,,north_america,#N/A
4933,Blue Ridge,no,,,,,,,,,,north_america,#N/A
4940,Lake Tulare,no,,,,,,,,,,Unknown,#N/A
4941,Lake Cahuilla,no,,,,,,,,,,Unknown,#N/A